,NPA_CL,EVT_STAT_CD,EVT_CL_CD,HPPN_X,HPPN_Y
2434127,19,10,401,127.25682953,36.26816723
2435403,13,10,401,127.32544001,36.2972349
2435982,13,10,401,127.317785,36.29754
2437486,13,10,401,127.32772677,36.29755394
2439531,19,10,401,127.212364,36.17979
2439800,13,10,401,127.26605415,36.27493501
2439860,19,10,401,127.265518,36.275053
2442100,13,10,401,127.3112869,36.2853205
2442658,19,10,401,127.22922,36.209321
2444490,19,10,401,127.23109,36.288075
2444663,13,10,401,127.32372132,36.29856934
2444712,13,10,401,127.32354221,36.29888164
2445128,19,10,401,127.242838,36.286908
2446047,19,10,401,127.14037657,36.16363406
2446530,19,10,401,127.265892,36.270715
2448658,13,10,401,127.29258232,36.27543547
2448981,19,10,401,127.26605415,36.27493501
2449255,13,10,401,127.265518,36.275053
2450590,19,10,401,127.151497,36.263612
2450869,19,10,401,127.251609,36.273447
2451383,13,10,401,127.31744687,36.2974587
2451420,19,10,401,127.16906123,36.14460178
2451851,19,10,401,127.164046,36.141826
2451927,19,10,401,127.29325716,36.26943429
2453892,13,10,401,127.32326118,36.29918653
2455229,13,10,401,127.32659346,36.29622329
2456388,19,10,401,127.245111,36.131222
2456635,13,10,401,127.32136686,36.29486615
2458167,19,10,401,127.241805,36.2895
2459246,19,10,401,127.245154,36.288561
2459931,19,10,401,127.24153001,36.28790506
2460877,13,10,401,127.29325716,36.26943429
2461658,13,10,401,127.241805,36.2895
2461995,19,10,401,127.242236,36.288743
2462895,13,10,401,127.32330704,36.2987563
2463732,13,10,401,127.32234,36.295544
2464544,19,10,401,127.219642,36.144669
2464992,19,10,401,127.2171628,36.1596054
2465014,13,10,401,127.329483,36.296275
2465446,19,10,401,127.144389,36.198953
2465530,19,10,401,127.24498272,36.28863573
2468759,19,10,401,127.241546,36.134662
2471917,19,10,401,127.235391,36.299772
2473211,19,10,401,127.24121043,36.28274438
2474871,13,10,401,127.317428,36.298634
2475914,19,10,401,127.21712534,36.21532051
2475934,13,10,401,127.28139544,36.26703228
2476043,19,10,401,127.225451,36.222343
2478094,19,10,401,127.2442639,36.1315334
2478364,13,10,401,127.3258788,36.29754886
2480087,19,10,401,127.1588194,36.1341673
2480446,19,10,401,127.158144,36.133851
2481426,19,10,401,127.2433466,36.2899929
2482458,19,10,401,127.254167,36.272811
2483474,19,10,401,127.151257,36.262864
2485719,19,10,401,127.2361207,36.2878901
2487510,19,10,401,127.255149,36.268397
2487628,19,10,401,127.2567925,36.2736731
2487751,19,10,401,127.177649,36.240957
2488934,19,10,401,127.28139544,36.26703228
2490209,19,10,401,127.14175,36.283797
2490406,19,10,401,127.2719879,36.2663498
2491168,19,10,401,127.24421,36.28944
2492558,19,10,401,127.148809,36.283357
2492749,19,10,401,127.241678,36.28914
2493614,19,10,401,127.2742939,36.2644637
2494194,19,10,401,127.17571967,36.15943186
2494323,19,10,401,127.217376,36.279778
2494635,19,10,401,127.2132468,36.1588597
2496333,13,10,401,127.32607126,36.29647074
2496445,19,10,401,127.24492159,36.28833816
2497010,13,10,401,127.16072423,36.21337204
2497037,13,10,401,127.31877633,36.29009812
2497234,19,10,401,127.16072423,36.21337204
2497720,13,10,401,127.2918409,36.2744254
2497846,19,10,401,127.27094475,36.27290154
2498288,13,10,401,127.324087,36.296089
2499644,19,10,401,127.148707,36.283486
2499692,13,10,401,127.3190157,36.29969448
2499781,19,10,401,127.14162531,36.29543535
2499824,19,10,401,127.242193,36.299772
2501678,19,10,401,127.24375963,36.29451513
2503093,13,10,401,127.27094475,36.27290154
2504225,19,10,401,127.2918409,36.2744254
2506538,19,10,401,127.24565351,36.28865203
2506799,19,10,401,127.239833,36.287195
2511169,19,10,401,127.178562,36.250521
2513600,19,10,401,127.25761776,36.27387602
2515013,19,10,401,127.22764492,36.24037743
2516254,19,10,401,127.2423542,36.2904811
2517448,13,10,401,127.272234,36.271373
2517479,19,10,401,127.31368921,36.29515088
2517580,13,10,401,127.31368921,36.29515088
2518103,13,10,401,127.325931,36.297049
2518683,19,10,401,127.232108,36.26632
2519111,19,10,401,127.242421,36.2893
2519565,13,10,401,127.31882788,36.29980297
2519982,19,10,401,127.16076578,36.21328502
2520333,19,10,401,127.1402693,36.1255521
2524269,19,10,401,127.24362404,36.28991198
2525166,13,10,401,127.31717327,36.29546154
2525332,13,10,401,127.314742,36.231194
2525816,13,10,401,127.327187,36.245098
2526187,13,10,401,127.326479,36.296575
2526648,13,10,401,127.28969949,36.26755449
2527217,19,10,401,127.1784343,36.21229017
2528557,19,10,401,127.167679,36.210607
2529725,19,10,401,127.151699,36.137585
2532485,19,10,401,127.23276177,36.26611702
2532933,19,10,401,127.237663,36.2832
2536423,19,10,401,127.140191,36.213146
2538190,19,10,401,127.258026,36.270975
2538561,19,10,401,127.248276,36.284279
2539258,19,10,401,127.246377,36.285609
2540590,19,10,401,127.25067281,36.28171848
2540748,13,10,401,127.32251057,36.29982602
2540863,19,10,401,127.25047684,36.28200603
2541948,19,10,401,127.1730244,36.1576581
2543814,19,10,401,127.199235,36.214854
2546553,19,10,401,127.24004745,36.28168344
2548261,19,10,401,127.24901676,36.27454877
2548755,19,10,401,127.232311,36.28905
2549235,19,10,401,127.1769,36.24054
2550278,19,10,401,127.20387587,36.17512703
2550407,19,10,401,127.20371978,36.17511142
2550417,19,10,401,127.20379484,36.17519018
2550419,19,10,401,127.2431695,36.2969828
2551747,19,10,401,127.278885,36.258754
2552248,19,10,401,127.146307,36.239707
2552509,13,10,401,127.2830969,36.2667811
2552740,19,10,401,127.2830969,36.2667811
2554434,13,10,401,127.32990663,36.2917013
2554479,19,10,401,127.32990663,36.2917013
2554914,19,10,401,127.218013,36.211444
2556551,13,10,401,127.32337764,36.29448538
2557000,19,10,401,127.232966,36.211077
2557322,19,10,401,127.26589237,36.27019184
2558019,19,10,401,127.256609,36.27478
2558336,13,10,401,127.29175,36.244093
2559767,19,10,401,127.237,36.278279
2562271,13,10,401,127.32006834,36.29369242
2563114,19,10,401,127.200744,36.173351
2563902,19,10,401,127.24256,36.288534
2565265,13,10,401,127.271955,36.2713999
2565923,13,10,401,127.32059688,36.2930788
2566959,19,10,401,127.15956,36.158184
2567133,19,10,401,127.255951,36.270926
2567167,13,10,401,127.2888637,36.2670279
2567811,19,10,401,127.2888637,36.2670279
2570964,19,10,401,127.230813,36.264357
2571163,13,10,401,127.26504746,36.27011993
2571612,13,10,401,127.317381,36.298944
2571760,19,10,401,127.217946,36.206292
2572171,19,10,401,127.21815115,36.20630585
2573272,13,10,401,127.325214,36.295389
2574109,13,10,401,127.31770764,36.28616832
2574509,13,10,401,127.31992109,36.28847732
2576783,13,10,401,127.29581594,36.27875447
2576872,13,10,401,127.32001142,36.2889492
2577686,19,10,401,127.229211,36.210787
2578799,13,10,401,127.32331314,36.29891876
2581332,19,10,401,127.27391046,36.21790213
2583432,19,10,401,127.265684,36.2028909
2583533,19,10,401,127.244618,36.282295
2584108,13,10,401,127.32250802,36.29986527
2584366,19,10,401,127.27986172,36.25085766
2584376,13,10,401,127.3111111,36.2769444
2584697,13,10,401,127.2799748,36.250661
2584833,19,10,401,127.236175,36.138456
2584848,19,10,401,127.2799748,36.250661
2585168,19,10,401,127.3111111,36.2769444
2585763,13,10,401,127.316989,36.297754
2586636,13,10,401,127.319402,36.298011
2586880,19,10,401,127.31865987,36.2933361
2588816,19,10,401,127.24936,36.271148
2590436,19,10,401,127.22848177,36.25959277
2510,19,10,401,127.2766667,36.2222222
2790,19,10,401,127.27388,36.21747
3111,19,10,401,127.24469318,36.29558289
7103,13,10,401,127.3034941,36.23003514
8034,19,10,401,127.27606,36.21965
8602,19,10,401,127.24088802,36.2896391
8981,19,10,401,127.24280458,36.28205665
10359,13,10,401,127.3261111,36.2930556
12111,19,10,401,127.15656,36.21213
12128,19,10,401,127.228997,36.262769
13068,13,10,401,127.32874735,36.29908514
13677,13,10,401,127.32109153,36.2946378
14016,19,10,401,127.219942,36.270815
17733,19,10,401,127.26862,36.20917
17808,19,10,401,127.27620383,36.21979226
19316,13,10,401,127.25337532,36.28080013
19409,13,10,401,127.24972,36.28166
20574,19,10,401,127.2802778,36.2194444
21991,19,10,401,127.24031423,36.28166879
22250,19,10,401,127.25337532,36.28080013
24842,19,10,401,127.23652738,36.27947357
25675,13,10,401,127.31938097,36.29830524
29003,13,10,401,127.3199,36.298608
29006,13,10,401,127.32061,36.29458
29081,13,10,401,127.32506891,36.29996377
29453,13,10,401,127.31653729,36.28553644
29588,13,10,401,127.32962445,36.28717864
30327,19,10,401,127.2017255,36.21364753
30827,19,10,401,127.157314,36.22852
31865,19,10,401,127.31653729,36.28553644
33008,13,10,401,127.32660224,36.2971762
33333,13,10,401,127.31578853,36.29932977
34131,19,10,401,127.225864,36.243907
35323,19,10,401,127.2276,36.24322
35482,19,10,401,127.22940941,36.24072382
37232,19,10,401,127.25846992,36.27491866
39453,13,10,401,127.30220545,36.28101681
39502,13,10,401,127.30250746,36.28112155
39613,13,10,401,127.27346482,36.27017173
41482,19,10,401,127.24165,36.29722
41587,19,10,401,127.27346482,36.27017173
42706,13,10,401,127.31395602,36.28581052
44259,19,10,401,127.24063805,36.2880004
46521,19,10,401,127.2033333,36.1802778
46790,19,10,401,127.24980401,36.27694616
47981,13,10,401,127.31957539,36.29877741
48372,13,10,401,127.32243628,36.29488898
49915,19,10,401,127.2739,36.23361
52884,19,10,401,127.23916601,36.28311206
53966,19,10,401,127.17236719,36.19184428
54648,13,10,401,127.31832551,36.2976942
55375,19,10,401,127.18305,36.16417
55472,19,10,401,127.1872222,36.1641667
55850,19,10,401,127.168137,36.134149
56331,19,10,401,127.22464015,36.21145346
56875,19,10,401,127.23267,36.28485
60120,19,10,401,127.24252678,36.2872505
61939,19,10,401,127.14445,36.132
62517,19,10,401,127.27104,36.26735
62582,19,10,401,127.145076,36.131759
63088,19,10,401,127.2302,36.13478
63093,19,10,401,127.268493,36.207631
63891,13,10,401,127.32593364,36.29345764
64124,13,10,401,127.3237,36.29891
64947,13,10,401,127.3266667,36.2722222
65060,19,10,401,127.21836294,36.21053686
67536,13,10,401,127.32687028,36.29269533
69187,19,10,401,127.171699,36.191626
70895,13,10,401,127.32054,36.29292
75684,19,10,401,127.241305,36.288861
76583,19,10,401,127.1977814,36.21434187
78053,19,10,401,127.24547095,36.28888922
78566,19,10,401,127.22403935,36.21136588
79060,19,10,401,127.14155,36.29568
79230,19,10,401,127.16081247,36.21348064
79434,19,10,401,127.176608,36.212112
80174,13,10,401,127.32132525,36.29749979
81057,19,10,401,127.214868,36.149877
81280,19,10,401,127.20438219,36.1827804
81460,19,10,401,127.24165174,36.28837852
81875,19,10,401,127.243226,36.290684
83080,13,10,401,127.31762,36.295
84370,19,10,401,127.26580679,36.27112617
85799,13,10,401,127.32893567,36.29922186
87622,19,10,401,127.145119,36.222138
89776,19,10,401,127.190523,36.208363
89778,19,10,401,127.19048,36.20836
90861,19,10,401,127.239088,36.289078
91500,13,10,401,127.32060311,36.29458345
91708,13,10,401,127.32357369,36.2988917
92078,13,10,401,127.3216,36.29821
92693,19,10,401,127.25224824,36.276474
96145,19,10,401,127.25449805,36.27544635
96703,19,10,401,127.25160943,36.27347434
97150,19,10,401,127.242549,36.28886608
98454,13,10,401,127.324069,36.295094
98897,19,10,401,127.26887303,36.20979474
98931,19,10,401,127.247784,36.272312
104221,13,10,401,127.32210343,36.28919115
105867,19,10,401,127.24422112,36.28236217
107887,19,10,401,127.23691616,36.28813925
108049,19,10,401,127.27976,36.24846
108865,19,10,401,127.14315,36.21292
109011,13,10,401,127.32781,36.29353
110419,19,10,401,127.246365,36.285506
115368,19,10,401,127.15935577,36.13382159
115414,19,10,401,127.23267746,36.2091575
115446,19,10,401,127.3281858,36.29180604
115620,19,10,401,127.2269444,36.2455556
115763,19,10,401,127.27489828,36.21797101
115764,19,10,401,127.2767,36.22094
117069,13,10,401,127.32335843,36.29867374
117099,13,10,401,127.3281858,36.29180604
117153,13,10,401,127.32988,36.29716
117162,13,10,401,127.32994446,36.29714212
117560,13,10,401,127.32362736,36.29923083
118958,19,10,401,127.23662,36.27969
119190,19,10,401,127.19478165,36.21573058
119825,19,10,401,127.25974376,36.26875907
120123,19,10,401,127.250551,36.272478
121318,13,10,401,127.31493,36.29983
121925,19,10,401,127.26478128,36.2061986
127335,19,10,401,127.23682,36.13732
127788,19,10,401,127.19580941,36.20831477
128168,19,10,401,127.222806,36.162652
129319,19,10,401,127.19506,36.21374
129710,13,10,401,127.31743729,36.23184057
130089,13,10,401,127.3297752,36.29721302
135739,13,10,401,127.3097756,36.28361017
136539,13,10,401,127.310011,36.284085
136593,13,10,401,127.32085264,36.29399334
136595,13,10,401,127.32081688,36.29371909
137298,13,10,401,127.318089,36.28619
137388,13,10,401,127.322915,36.298734
137488,13,10,401,127.32286225,36.29950919
139501,13,10,401,127.32216,36.29872
140768,13,10,401,127.31838068,36.29484085
142468,13,10,401,127.32070408,36.29362303
143135,13,10,401,127.32875,36.29346
144750,13,10,401,127.31719,36.29414
145655,13,10,401,127.302831,36.224261
145889,13,10,401,127.32405984,36.29882197
146318,13,10,401,127.320214,36.299972
147016,13,10,401,127.31815,36.299
147271,13,10,401,127.32005609,36.29169214
148019,13,10,401,127.32024,36.29778
150944,13,10,401,127.32704825,36.29323038
151985,13,10,401,127.319379,36.298322
152046,13,10,401,127.306249,36.285857
154550,13,10,401,127.323943,36.296838
156618,13,10,401,127.26804,36.27374
156686,13,10,401,127.270525,36.210482
158498,13,10,401,127.30288749,36.22405959
160721,13,10,401,127.2785,36.26627
161195,13,10,401,127.32078179,36.294574
161864,13,10,401,127.318687,36.299638
163576,13,10,401,127.280807,36.272627
164417,13,10,401,127.29249,36.27508
164862,13,10,401,127.29259294,36.27530905
164931,13,10,401,127.314591,36.299794
166117,13,10,401,127.30570198,36.28156397
167701,13,10,401,127.173534,36.194927
169731,13,10,401,127.32875595,36.29907242
172162,13,10,401,127.32413,36.29944
174510,13,10,401,127.32262113,36.29980355
174967,13,10,401,127.31994894,36.28960448
177169,13,10,401,127.32374332,36.29884336
177208,13,10,401,127.28141476,36.26703398
179341,13,10,401,127.320342,36.29194
181173,13,10,401,127.27328041,36.29330568
184773,13,10,401,127.32295212,36.29964295
184799,13,10,401,127.32000649,36.29231777
187348,13,10,401,127.30207124,36.28096674
187353,13,10,401,127.30215788,36.28101447
192071,13,10,401,127.27324,36.27047
198931,13,10,401,127.32402,36.289112
202923,13,10,401,127.32040951,36.29753489
203738,13,10,401,127.309551,36.226695
203862,13,10,401,127.3134844,36.28587077
205090,13,10,401,127.31078088,36.28530276
207422,13,10,401,127.32330618,36.29892759
210581,13,10,401,127.32386755,36.2988788
210953,13,10,401,127.31852,36.29334
210954,13,10,401,127.32635,36.291275
212907,13,10,401,127.3037661,36.28145901
213455,13,10,401,127.305,36.281447
213464,13,10,401,127.30580469,36.28160904
214166,13,10,401,127.23911,36.28189
214691,13,10,401,127.27075,36.292692
215721,13,10,401,127.31451,36.29789
217476,13,10,401,127.291018,36.25822
220023,13,10,401,127.320131,36.293111
220416,13,10,401,127.2713415,36.21333326
220786,13,10,401,127.320411,36.298923
221040,13,10,401,127.31753835,36.29551883
221053,13,10,401,127.31825614,36.29826774
221424,13,10,401,127.31908907,36.29933674
222359,13,10,401,127.32324,36.2486
228534,13,10,401,127.32061,36.29361
229645,13,10,401,127.317463,36.297618
233391,13,10,401,127.3163124,36.29853809
233719,13,10,401,127.314937,36.299472
239540,13,10,401,127.2864,36.26671
239546,13,10,401,127.28135211,36.2670492
241956,13,10,401,127.32363,36.29883
241957,13,10,401,127.32974,36.29693
246517,13,10,401,127.325027,36.256173
246839,13,10,401,127.31893655,36.2996662
247944,13,10,401,127.273242,36.270472
249427,13,10,401,127.31002958,36.28390743
249547,13,10,401,127.29897092,36.27962506
251707,13,10,401,127.31851793,36.29993608
251746,13,10,401,127.3200765,36.29981664
254374,13,10,401,127.31191,36.28564
255220,13,10,401,127.3159625,36.3
255384,13,10,401,127.32892183,36.29823501
255535,13,10,401,127.299876,36.297821
256961,13,10,401,127.31236,36.277531
257345,13,10,401,127.31073856,36.28481144
257350,13,10,401,127.298777,36.279699
257396,13,10,401,127.32313469,36.29945102
259028,13,10,401,127.27084,36.29166
259076,13,10,401,127.31850457,36.2865091
259093,13,10,401,127.32635,36.29396
263313,13,10,401,127.29176,36.27012
265000,13,10,401,127.273469,36.218009
266178,13,10,401,127.32879059,36.2934365
266251,13,10,401,127.3209,36.29241
267040,13,10,401,127.32668851,36.29176305
267158,13,10,401,127.308219,36.28535
268278,13,10,401,127.31834552,36.2984683
271840,13,10,401,127.318711,36.299703
273207,13,10,401,127.24911,36.287945
273448,13,10,401,127.32277816,36.2892193
274874,13,10,401,127.31652,36.29867
282796,13,10,401,127.277718,36.263309
284449,13,10,401,127.31805641,36.29812319
285167,13,10,401,127.27522,36.26965
285168,13,10,401,127.28463,36.26682
287204,19,10,401,127.24122084,36.28643938
287252,19,10,401,127.171839,36.282489
289146,19,10,401,127.16586,36.29776
289224,19,10,401,127.18033,36.15371
290107,19,10,401,127.254188,36.1306
290136,19,10,401,127.238777,36.287612
290465,19,10,401,127.27238,36.26823
291476,19,10,401,127.257916,36.115298
291659,19,10,401,127.221487,36.21025
293853,19,10,401,127.24643,36.26921
296118,19,10,401,127.19655,36.20875
298156,19,10,401,127.238531,36.268868
298289,19,10,401,127.175325,36.233676
299197,19,10,401,127.197781,36.214342
300334,19,10,401,127.281954,36.256878
301260,19,10,401,127.18806,36.12027
301820,19,10,401,127.237451,36.283497
304072,19,10,401,127.27240734,36.25358668
307113,19,10,401,127.26502,36.26837
308042,19,10,401,127.269042,36.268527
308094,19,10,401,127.23171397,36.26587322
308099,19,10,401,127.23035,36.26443
308100,19,10,401,127.23201581,36.26598267
311774,19,10,401,127.276418,36.226784
312950,19,10,401,127.241971,36.298277
314259,19,10,401,127.240638,36.288
318134,19,10,401,127.157012,36.212505
318749,19,10,401,127.2219444,36.2130556
318880,19,10,401,127.22844804,36.16371934
318881,19,10,401,127.229769,36.164449
318885,19,10,401,127.24222,36.17556
318889,19,10,401,127.23006237,36.16475079
321130,19,10,401,127.244809,36.296182
321436,19,10,401,127.234528,36.265142
321510,19,10,401,127.302831,36.224261
322167,19,10,401,127.2305556,36.2644444
322538,19,10,401,127.21893,36.28354
324050,19,10,401,127.2642507,36.26924394
326626,19,10,401,127.14106,36.194249
327609,19,10,401,127.253885,36.274886
328264,19,10,401,127.182322,36.277657
329438,19,10,401,127.173534,36.194927
330882,19,10,401,127.314591,36.299794
331835,19,10,401,127.140963,36.296774
333312,19,10,401,127.16558275,36.17279476
333833,19,10,401,127.24297401,36.28729142
334589,19,10,401,127.273885,36.267447
336587,19,10,401,127.2785,36.26627
337669,19,10,401,127.2417,36.28842
338824,19,10,401,127.269993,36.252156
339547,19,10,401,127.26437072,36.2687547
340813,19,10,401,127.242916,36.288945
341095,19,10,401,127.23837,36.28644
343123,19,10,401,127.2486111,36.2794444
343645,19,10,401,127.16403,36.23731
343876,19,10,401,127.25416,36.27504
343957,19,10,401,127.180505,36.211592
345141,19,10,401,127.2740523,36.21786491
345460,19,10,401,127.196474,36.20877
345760,19,10,401,127.24448764,36.28788268
346061,19,10,401,127.161362,36.213609
346062,19,10,401,127.16090786,36.21340779
346063,19,10,401,127.16065,36.21305
346185,19,10,401,127.23944506,36.13604546
348056,19,10,401,127.23625,36.28214
351091,19,10,401,127.246034,36.282606
351838,19,10,401,127.236112,36.137045
352294,19,10,401,127.1711,36.25296
353689,19,10,401,127.246832,36.271725
354657,19,10,401,127.234144,36.272802
355067,19,10,401,127.22597,36.22264
355304,19,10,401,127.22576,36.21625
355307,19,10,401,127.229862,36.21612
355310,19,10,401,127.22483092,36.21724052
356303,19,10,401,127.178903,36.222622
357519,19,10,401,127.159234,36.135011
357523,19,10,401,127.15806,36.13417
359792,19,10,401,127.149342,36.139072
360532,19,10,401,127.140226,36.125965
360714,19,10,401,127.235649,36.274238
361413,19,10,401,127.14250314,36.29589226
361670,19,10,401,127.172367,36.191844
362168,19,10,401,127.25073,36.28143
365966,19,10,401,127.18733,36.22825
366394,19,10,401,127.242097,36.290053
366694,19,10,401,127.18715665,36.2280328
367597,19,10,401,127.24187,36.28826
368091,19,10,401,127.205948,36.161459
368926,19,10,401,127.239793,36.137937
368993,19,10,401,127.28135211,36.2670492
369447,19,10,401,127.243999,36.288306
371166,19,10,401,127.24544,36.27141
371511,19,10,401,127.242527,36.28725
374058,19,10,401,127.20026226,36.21269658
374077,19,10,401,127.241388,36.282362
376018,19,10,401,127.219734,36.206882
376309,19,10,401,127.24844,36.28357
376776,19,10,401,127.25671,36.27085
378830,19,10,401,127.148252,36.29753
379564,19,10,401,127.15142967,36.26687927
379952,19,10,401,127.228096,36.245399
382446,19,10,401,127.21125,36.21541
382828,19,10,401,127.24136,36.288834
383583,19,10,401,127.2722093,36.25339907
383728,19,10,401,127.25073,36.28147
384042,19,10,401,127.2430324,36.28715497
384706,19,10,401,127.19569112,36.21250953
386017,19,10,401,127.178833,36.169732
390335,19,10,401,127.24491,36.29495
391009,19,10,401,127.22846,36.26023
391352,19,10,401,127.235097,36.136472
392397,19,10,401,127.25013,36.18624
393209,19,10,401,127.18929973,36.20864277
394112,19,10,401,127.23792,36.28145
394692,19,10,401,127.17261,36.27514
395273,19,10,401,127.23817,36.2805
395855,19,10,401,127.25148,36.276325
397422,19,10,401,127.1729542,36.19214071
397558,19,10,401,127.24276669,36.282281
404829,19,10,401,127.16053,36.21385
407959,19,10,401,127.246721,36.296055
408519,19,10,401,127.239088,36.13635699
409070,19,10,401,127.271386,36.267836
409090,19,10,401,127.24911,36.287945
411434,19,10,401,127.241442,36.281984
412159,19,10,401,127.31728,36.161761
413088,19,10,401,127.309105,36.21537
413393,19,10,401,127.230581,36.276613
413552,19,10,401,127.24496257,36.28837898
414987,19,10,401,127.172606,36.277692
415216,19,10,401,127.242799,36.282014
417129,19,10,401,127.23594299,36.29972345
417245,19,10,401,127.317466,36.161793
417321,19,10,401,127.14182641,36.29185854
418400,19,10,401,127.209966,36.126104
419486,19,10,401,127.23871,36.28092
420594,19,10,401,127.21979373,36.20823714
423284,19,10,401,127.24333,36.12111
424214,19,10,401,127.220843,36.250677
424684,19,10,401,127.249276,36.279835
426192,19,10,401,127.19594416,36.20867599
426235,19,10,401,127.24465,36.29569199
427211,19,10,401,127.24139,36.28194
429676,19,10,401,127.14255,36.23118
431076,19,10,401,127.240582,36.289056
431389,19,10,401,127.242451,36.287212
433639,19,10,401,127.25277222,36.18875927
433641,19,10,401,127.26960285,36.2108973
433651,19,10,401,127.208033,36.159536
433659,19,10,401,127.260175,36.194587
435120,19,10,401,127.178867,36.169736
435230,19,10,401,127.218719,36.20876
435513,19,10,401,127.23,36.2641667
435615,19,10,401,127.19475247,36.20806953
438165,19,10,401,127.24006,36.28598
439026,19,10,401,127.29382,36.19799
439029,19,10,401,127.292783,36.19798
440037,19,10,401,127.15606,36.13893
442487,19,10,401,127.277156,36.262832
442488,19,10,401,127.2775,36.2629
444221,19,10,401,127.26020372,36.2679311
444657,19,10,401,127.2719549,36.21415934
445454,19,10,401,127.16012,36.15525
446297,19,10,401,127.235541,36.167518
448508,19,10,401,127.23786595,36.28863117
451500,19,10,401,127.25966,36.26419
452230,19,10,401,127.259445,36.268541
452245,19,10,401,127.235922,36.287604
453508,19,10,401,127.219011,36.208381
453631,19,10,401,127.2641,36.2021
454076,19,10,401,127.16082979,36.21335545
454241,19,10,401,127.18110267,36.16261479
454491,19,10,401,127.237638,36.288417
455502,19,10,401,127.31236,36.277531
455864,19,10,401,127.200501,36.210165
456235,19,10,401,127.28675,36.2626
456430,19,10,401,127.14671652,36.13390347
457156,19,10,401,127.14529,36.13174
457159,19,10,401,127.14853138,36.13645288
458173,19,10,401,127.186954,36.121447
459405,19,10,401,127.16071333,36.21339354
460169,19,10,401,127.2480716,36.27176734
461068,19,10,401,127.16934,36.15581
461076,19,10,401,127.168572,36.155459
463338,19,10,401,127.1475,36.135
464077,19,10,401,127.14667833,36.13419057
464515,19,10,401,127.18694,36.22911
465155,19,10,401,127.22478,36.21766
465680,19,10,401,127.25572,36.275807
466290,19,10,401,127.252443,36.272308
466874,19,10,401,127.25733018,36.27365789
470203,19,10,401,127.24145,36.2824
471816,19,10,401,127.228546,36.247158
472719,19,10,401,127.2169,36.21077
472787,19,10,401,127.31451,36.29789
473730,19,10,401,127.24009,36.284076
473734,19,10,401,127.2713415,36.21333326
474453,19,10,401,127.240305,36.284516
475192,19,10,401,127.145925,36.213203
477513,19,10,401,127.237916,36.287056
477892,19,10,401,127.21929199,36.21017399
479603,19,10,401,127.275113,36.174792
480247,19,10,401,127.23666,36.28714
481946,19,10,401,127.18131234,36.17167902
482668,19,10,401,127.16072,36.17109
482987,19,10,401,127.153769,36.229921
483129,19,10,401,127.242432,36.290815
484433,19,10,401,127.245082,36.290389
484455,19,10,401,127.239339,36.281823
484687,19,10,401,127.239125,36.288861
485596,19,10,401,127.232001,36.266373
486333,19,10,401,127.23311966,36.26758798
486548,19,10,401,127.2394444,36.2886111
487418,19,10,401,127.22782,36.16324
488449,19,10,401,127.27328041,36.29330568
488917,19,10,401,127.3209,36.29241
489659,19,10,401,127.32668851,36.29176305
490351,19,10,401,127.15023,36.1743
490998,19,10,401,127.20617,36.16234
490999,19,10,401,127.205951,36.162336
493111,19,10,401,127.1759,36.24286
494042,19,10,401,127.142897,36.213675
494068,19,10,401,127.21669856,36.21684713
495384,19,10,401,127.244425,36.288346
496763,19,10,401,127.23792,36.27971
496767,19,10,401,127.2378,36.28052
497217,19,10,401,127.237273,36.137237
497353,19,10,401,127.266414,36.208121
498982,19,10,401,127.17893,36.13536
500232,19,10,401,127.220092,36.159686
500366,19,10,401,127.144429,36.215139
502395,19,10,401,127.141782,36.175983
503667,19,10,401,127.31078088,36.28530276
506399,19,10,401,127.24033,36.28346
506445,19,10,401,127.15834,36.13444
507377,19,10,401,127.15057,36.22965
507924,19,10,401,127.234777,36.288195
508978,19,10,401,127.148863,36.175666
510382,19,10,401,127.162644,36.228185
511764,19,10,401,127.31852,36.29334
511768,19,10,401,127.32635,36.291275
512081,19,10,401,127.28159,36.1604
512708,19,10,401,127.14166,36.17583
513484,19,10,401,127.24294397,36.28884513
514019,19,10,401,127.16386665,36.24607274
514307,19,10,401,127.14344572,36.15867297
514446,19,10,401,127.1609,36.21292
515218,19,10,401,127.25712617,36.27335012
515220,19,10,401,127.25694,36.27348
515227,19,10,401,127.26963744,36.27054154
516548,19,10,401,127.31994894,36.28960448
516901,19,10,401,127.15458,36.13308
521621,19,10,401,127.239542,36.290056
521823,19,10,401,127.15062194,36.1398814
521888,19,10,401,127.2777778,36.2433333
521908,19,10,401,127.172735,36.191379
523280,19,10,401,127.16421,36.15324
525982,19,10,401,127.235416,36.288042
528789,19,10,401,127.29551512,36.27387101
528971,19,10,401,127.272491,36.231129
531649,19,10,401,127.26514209,36.26890921
532053,19,10,401,127.236806,36.137601
532061,19,10,401,127.241138,36.288917
533768,19,10,401,127.18612848,36.20974648
534697,19,10,401,127.24348,36.29728
537123,19,10,401,127.282877,36.197129
537420,19,10,401,127.2033333,36.175
539370,19,10,401,127.225735,36.212236
539594,19,10,401,127.216895,36.286286
541326,19,10,401,127.231504,36.287373
541564,19,10,401,127.235318,36.273449
541637,19,10,401,127.240944,36.288945
542111,19,10,401,127.239971,36.283529
543208,13,10,401,127.24067,36.28482
543698,13,10,401,127.3223737,36.29988038
545461,19,10,401,127.241996,36.282029
545908,19,10,401,127.204837,36.170152
546643,13,10,401,127.32414,36.299708
547934,19,10,401,127.32479,36.29176
